CODICE_VOLANTINO,ART_COD,FORECAST
23NA,SAMS23128G,154.86275010063213
23MA,SAMS23128P,35.95265993389489
23NA,SAMS23128P,117.60396147081275
23MA,SAMS23128W,6.386849108591434
23NA,SAMS23128W,74.62031994714596
23MD,SAMS23PLUS256W,54.59774036436198
23NB,SAMS23ULTRA256,488.61549525488715
23NC,SAMS23ULTRA256,649.4317745993907
23MC,SAMS23ULTRA256,308.3344228874522
23NB,SAMS23ULTRA256G,377.83974398919463
23NC,SAMS23ULTRA256G,358.9838886698365
23MC,SAMS23ULTRA256G,240.94376025015487
23NB,SAMS23ULTRA256P,240.32565304102778
23NC,SAMS23ULTRA256P,209.3876552308349
23MC,SAMS23ULTRA256P,0.301034290936002
23NB,SAMS23ULTRA256W,238.0412562588914
23NC,SAMS23ULTRA256W,192.94780603408324
23MC,SAMS23ULTRA256W,60.61992577571766
23MB,TCL40SE128GB,443.52491978332637
23MD,TCL40SE128GB,258.51337137753745
23NC,TCL40SE128GB,499.9093062005269
23MB,TCL40SE128GBP,231.6661496886711
23MD,TCL40SE128GBP,438.44933929315175
23NC,TCL40SE128GBP,306.8026228878185
23MB,TCL40SEP,175.95151004980028
23MD,TCL40SEP,179.39736862213428
23NA,TCL40SEP,135.68135101235504
23NC,TCL40SEP,251.01831367852034
23MA,TIMA1464,926.7359609185767
23NA,TIMA1464,654.4096138538614
23NC,TIMA1464,887.7582620487051
23MC,TIMA1464,952.6685616968803
23MA,TIMA1464S,485.21565333400434
23NA,TIMA1464S,449.0820560891496
23NC,TIMA1464S,527.7859907063141
23MC,TIMA1464S,492.8817906507527
23NC,TIMA34128,358.3856841087137
23MC,TIMA34128,229.76102978835343
23NC,TIMA34128S,358.4048825257672
23MC,TIMA34128S,230.75356091556276
23MA,TIMA54128,147.7505056400005
23NC,TIMA54128,298.6516567434105
23MC,TIMA54128,173.293776463995
23MA,TIMA54128W,146.9641003327578
23NC,TIMA54128W,298.01991295087026
23MC,TIMA54128W,172.60016305712657
23MD,TIMG990,382.3205096168672
23NB,XIA12LITEGR,227.65040907185278
23NA,XIA12LITEGR,71.11514019331514
23NA,XIA13T8256,376.9544178040857
23NC,XIA13T8256,539.707697639309
23NA,XIA13T8256G,37.446397957920794
23NC,XIA13T8256G,128.2468664053398
23NA,XIA13TPRO12512B,0.0
23NB,XIAREDMI128256B,761.5477619782259
23MA,XIAREDMI128256B,578.3748183628721
23NA,XIAREDMI128256B,509.5161516411132
23NC,XIAREDMI128256B,733.4093207901005
23MC,XIAREDMI128256B,588.1543627629545
23NB,XIAREDMI128256S,590.7429919883028
23MA,XIAREDMI128256S,451.15422908238315
23NA,XIAREDMI128256S,471.32750441533113
23NC,XIAREDMI128256S,452.3793495667674
23MC,XIAREDMI128256S,566.6665529007555
23NB,XIAREDMI12C128,923.2260315573786
23NA,XIAREDMI12C128,837.4944356946094
23NC,XIAREDMI12C128,1071.3775498974287
23MC,XIAREDMI12C128,1120.6636259210113
23MA,XIAREDMI12CB,266.5602173573785
23MA,XIAREDMI12CGR,343.3261365551158
23NC,XIAREDMI13C128,300.3901991500205
23NC,XIAREDMI13C128G,109.05509827288739
23NC,XIAREDMI13C128W,109.05509827288739
23MB,XIAREDMIA264,1331.2530586329117
23NB,XIAREDMIA264,1562.0794225507007
23MD,XIAREDMIA2B,362.4144281161138
23NC,XIAREDMIA2B,458.4733749878304
23NB,XIAREDMINOTE11PRO+,522.1647174028534
23NB,XIAREDMINOTE11PRO+G,245.9022662981188
23MD,XIAREDMINOTE11S,515.8031227105988
23MB,XIAREDMINOTE12256GOL,15.62606276101684
23NB,XIAREDMINOTE12256GOL,172.15106394712552
23MD,XIAREDMINOTE12PRO,519.2592920020991
23NB,XIAREDMINOTE12PRO,634.2436365371325
23NC,XIAREDMINOTE12PRO,561.9511798209242
23MB,XIAREDMINOTE12PRO+,729.192296555585
23MD,XIAREDMINOTE12PRO+,734.6396177387328
23NB,XIAREDMINOTE12PRO+,757.1760028965789
23MA,XIAREDMINOTE12PRO+,597.9467065947625
23NC,XIAREDMINOTE12PRO+,668.5809287252553
23MB,XIAREDMINOTE12PRO4G,869.0425819586355
23MD,XIAREDMINOTE12PRO4G,805.4341824542369
23NB,XIAREDMINOTE12PRO4G,833.6517320632158
23NC,XIAREDMINOTE12PRO4G,748.1683275222533
23MB,XIAREDMINOTE12PRO4GB,207.26446695771006
23MD,XIAREDMINOTE12PRO4GB,209.64699482526072
23NB,XIAREDMINOTE12PRO4GB,283.7623369685634
23NC,XIAREDMINOTE12PRO4GB,221.3930122797286
23MB,XIAREDMINOTE12PRO4GS,0.0
23MD,XIAREDMINOTE12PRO4GS,6.218567058708288
23NC,XIAREDMINOTE12PRO4GS,82.39501702459927
23NA,XIARENOTE12PRO256B,268.5364927216075
23NC,XIARENOTE12PRO256B,323.14830081726853
23MC,XIARENOTE12PRO256B,327.04924011442085
23NA,XIARENOTE12PRO256GR,0.0
23NC,XIARENOTE12PRO256GR,64.11315166481393
23MC,XIARENOTE12PRO256GR,0.0
23NA,XIARENOTE12PRO256W,0.0
23NC,XIARENOTE12PRO256W,64.11315166481393
23MC,XIARENOTE12PRO256W,0.0
23MB,ACEA31524PR2KM,434.46478271484375
23NB,ACEA5155758Y8,493.2444152832031
23NA,ACEA5155758Y8,532.5532836914062
23MA,ACECB3153HC322,329.5958251953125
23NB,ACESF31443R90U,264.9114990234375
23NC,ACESF31443R90U,251.74497985839844
23MC,ACESF31443R90U,340.8110046386719
23MA,APLMLXY3TA,31.085161209106445
23NA,APLMLXY3TA,36.711219787597656
23NC,APLMLXY3TA,34.44618225097656
23MC,APLMLXY3TA,27.25071144104004
23NA,APLMLY33TA,45.748817443847656
23NC,APLMLY33TA,48.613067626953125
23MC,APLMLY33TA,48.95724868774414
23MA,APLMNEH3TA,47.95716094970703
23MC,APLMQKP3TA,37.1678581237793
23MC,APLMQKW3TA,22.234895706176758
23MA,ASUE510MAEJ949WS,223.86285400390625
23NA,ASUE510MAEJ949WS,319.4925231933594
23MA,ASUF1504ZANJ165W,460.0776062011719
23NB,ASUF1605ZAMB428W,438.73553466796875
23NB,ASUF515EAEJ1564W,481.17437744140625
23MA,ASUFX506HCHN057W,232.2784881591797
23NA,ASUFX507ZC4HN057W,347.7707824707031
23MC,ASUFX507ZC4HN057W,294.468017578125
23MC,ASUK3502ZABQ085W,310.2978210449219
23NB,ASUK3605ZUMB098W,67.00580596923828
23NC,ASUK3605ZUMB098W,78.95951843261719
23MD,ASUM1605YAMB274W,427.50823974609375
23NC,ASUM1605YAMB274W,335.6177978515625
23MC,ASUM1605YAMB274W,589.792236328125
23MC,ASUUX3402ZAKN278W,161.7898406982422
23MD,HEW14ANA0073NL,273.491943359375
23NC,HEW14EH1014NL,256.7873840332031
23NC,HEW15ANB0011NL,616.7288208007812
23MA,HEW15FD0043NL,222.59552001953125
23NA,HEW15FD0043NL,200.703125
23MA,HEW15SEQ2092NL,428.7715148925781
23NA,HEW15SEQ2092NL,347.3941955566406
23MB,HEW15SFQ5028NL,246.45899963378906
23MD,HEW15SFQ5028NL,289.1911926269531
23MB,HEW15SFQ5040NL,821.4823608398438
23NC,HEW15SFQ5040NL,604.352294921875
23MB,HEW16R0018NL,34.59967803955078
23NA,HEW16R0018NL,39.37822723388672
23NC,HEW16R0018NL,91.4515609741211
23MC,HEW17CN2004NL,170.12742614746094
23MB,LNV82H803BQIX,472.7859802246094
23MD,LNV82H803BQIX,488.7307434082031
23NB,LNV82N4002NIX,389.36309814453125
23MB,LNV82SA00EKIX,179.4021759033203
23MC,LNV82XJ0028IX,381.22161865234375
23NA,LNV82XM0058IX,302.4990234375
23MC,LNV82XQ004JIX,425.26739501953125
23NC,LNV82XQ004KIX,405.39306640625
23NB,LNV82Y7005HIX,177.14093017578125
23MB,LNV83ER003KIX,493.5018615722656
23MD,LNV82RK00P6IX,594.2756958007812
23NB,LNV82RK00P6IX,583.4412231445312
23NC,LNV82RK00XWIX,650.3104248046875
23MA,LNV82X7005WIX,308.7999267578125
23MA,LNV82XB001CIX,415.161865234375
23NA,LNV82XB001CIX,377.57568359375
23MC,LNV82XQ004GIX,606.6300048828125
23NC,LNV82XV007TIX,63.93598556518555
23NB,LNV82XV00JYIX,71.82939910888672
23MA,LNV82XV00JYIX,87.71722412109375
23MD,MSI15A13VE602IT,150.4247589111328
23MC,HEW14DY0010NL,222.317626953125
23NB,HEW15SEQ1063NL,499.1183166503906
23MB,HEW15SFQ5009NL,213.61415100097656
23MD,HEW15SFQ5039NL,774.0662841796875
23MD,HEW15SFQ5046NL,441.9262390136719
23MC,HEW15SFQ5046NL,418.2320556640625
23MC,HEW15SFQ5053NL,433.9950866699219
23MB,HEW16R0010NL,54.64488983154297
23NA,HEW16R0010NL,72.04946899414062
23NC,HEW16R0010NL,110.27507019042969
23MD,MIFQEZ00004,76.86563110351562
23MB,MSI15A13VE603IT,57.7979621887207
23MC,MSI15A13VF601IT,50.618202209472656
23NC,SAMNP730QFGKA3IT,321.2664794921875
23NA,SAMNP750XFGKA5IT,208.11729431152344
23NA,ACEA3155851RV,406.0163269042969
23MD,ACEA3155879TU,423.3249206542969
23MA,ACEA3155879TU,323.2869567871094
23MA,ACEANV155154ZC,85.0122299194336
23NC,ACEANV155154ZC,90.87335968017578
23MC,ACEANV155154ZC,69.33316040039062
23NC,ACESFG1471T70HC,91.01282501220703
23MB,APLMGN63TA,453.36322021484375
23MD,APLMGN63TA,472.41302490234375
23NB,APLMGN63TA,485.9751892089844
23NC,APLMGN63TA,300.150390625
23MB,APLMGN93TA,292.62481689453125
23MD,APLMGN93TA,356.9057312011719
23NB,APLMGN93TA,300.1295471191406
23NC,APLMGN93TA,218.7342987060547
23MA,APLMLXW3TA,207.6718292236328
23NA,APLMLXW3TA,228.32833862304688
23NC,APLMLXW3TA,209.5402374267578
23MC,APLMLXW3TA,299.2827453613281
23MA,APLMLY13TA,30.138246536254883
23NA,APLMLY13TA,36.7470703125
23NC,APLMLY13TA,35.171836853027344
23MC,APLMLY13TA,27.65283966064453
23MA,APLMNEP3TA,28.73832130432129
23MC,APLMQKR3TA,22.545494079589844
23MC,APLMQKU3TA,21.4272518157959
23MB,ASUCX1400CKAEK0155,223.03814697265625
23NC,ASUCX1400CKAEK0155,272.76123046875
23MB,ASUF1504ZANJ167W,647.8683471679688
23NA,ASUF1504ZANJ167W,448.304443359375
23NC,ASUF1504ZANJ167W,467.29010009765625
23MD,ASUFA507NVLP023W,104.99396514892578
23MA,ASUFA507NVLP023W,117.88357543945312
23NB,ASUFX507ZV4LP047W,145.97018432617188
23NC,ASUFX507ZV4LP047W,166.82203674316406
23MD,ASUM6500QCHN063W,179.6290283203125
23MD,ASUX515EABR4307W,639.0733032226562
23MA,AEGL6FBI48W,143.78666666666666
23MB,AEGLR7G86CW,120.31333333333333
23NC,ARNNDB9636DAIT,121.40333333333334
23MC,ARNNDB9636DAIT,129.72666666666666
23MC,ARNNG846WMAITN,366.74666666666667
23MC,ARNRSSG725DIT,251.68
23NB,ARNWMTF624UIT,166.71333333333334
23NA,ARNWMTG625BSIT,161.72
23NA,BKOUWR82A2I,337.0233333333333
23MA,BOHWAN24008II,85.30666666666667
23MA,BOHWGG14407IT,247.32333333333332
23MA,CANCSTG27TMV5111,65.91333333333333
23MC,CANRO496DWM71S,344.35333333333335
23NC,CANRO6106DWMC71S,101.63
23NA,GOLF4R3009NSWW,242.13
23NC,GOLF4R3009NSWW,245.37
23MD,HAIHW120B14979S8U1,155.26666666666668
23MB,HAIHWD120B14979S,175.75666666666666
23NA,HAIHWD120B14979S,171.84666666666666
23NC,HAIHWD80B14979,169.69
23NB,HISWDQA9014EVJM,83.2
23NB,HISWFQA8014EVJM,374.43333333333334
23NB,HISWFQA9014EVJM,246.61666666666667
23NB,HISWFQP7012EVM,329.7133333333333
23MA,HOOH3WPS6106TAMBS,212.24333333333334
23NA,HOOH3WS492DA411,361.56666666666666
23NB,HOOHLPS4137TAMBE11,350.8066666666667
23MB,HOOHPS484DAMB7111,267.23333333333335
23MB,HOOHPS494DAMB7111,313.31333333333333
23MB,HOOHPS5104DAMB711,145.34666666666666
23MB,INDEWDE861483WITN,143.24
23MA,REXEW2F5W82,338.6533333333333
23NA,REXEW6F494U,171.61
23MC,REXEW6F594U,342.39
23MA,SAMWD90TA046BE,47.70333333333333
23MD,SAMWW11BGA046ATET,212.34666666666666
23NA,SAMWW90T534DAE,201.84666666666666
23MC,SAMWW90T734DWH,133.06
23MD,WHIFFB1046SVIT,146.91
23MB,WHIFFB8258SVIT,328.12
23NB,WHIFFB846SVIT,336.05333333333334
23MB,WHITDLR6240SIT,219.28333333333333
23MD,WHITDLR6251BSIT,162.11666666666667
23MB,WHIW7XW845WRIT,121.74666666666667
23NC,WHIW7XW845WRIT,194.27
23NA,ARNAQD1072D697EUAN,97.45666666666666
23MA,ARNH8W946WBIT,99.07
23MB,ARNKITNF825NTM118,56.53333333333333
23NC,ARNNBT946WMAIT,274.26
23NA,ARNNF95WITN,290.12666666666667
23MD,ARNNFR527WIT,352.47333333333336
23MB,BOHWAN28209II,87.45
23MD,BOHWAN28209II,95.42333333333333
23MD,CANCSS41272DWSE11,386.78333333333336
23NC,CANCSS41272DWSE11,345.6566666666667
23MB,CANCSS4127TWME111,329.1666666666667
23MC,CANHCU1410TXME1S,274.6
23MD,CANHE128TXME1S,287.5
23NB,CANHE129TXME1S,393.7633333333333
23NA,CANHE4127TXME1S,322.7133333333333
23MA,CANRO4476DWMC71S,119.25666666666666
23MD,CANROW4964DWMST1S,92.05
23NB,GOLF4R3010NSWB,296.46666666666664
23NC,GOLF4R3010NSWB,215.19
23NC,GOLF4R3011NSWB,163.18
23MA,HAIHW100B1439N,125.19666666666667
23MC,HAIHW100B14959U1,247.47333333333333
23NA,HAIHW100B14979,187.48
23MA,HAIHW110B14979EU1IT,75.83
23MA,HAIHW80B14979TU1,105.65333333333334
23NA,HAIHW80B14979TU1,139.14333333333335
23MB,HAIHW90B14979TU1,126.55
23MA,HISWDQA1014EVJM,67.34
23MB,HISWFQA1014EVJM,95.02333333333333
23MC,HOOH7D4128MBCS,58.556666666666665
23NA,HOOH7W448MBCS,190.99333333333334
23NC,HOOHPS4374DAMB711,142.32666666666665
23MC,HOOHPS4374DAMR11,302.53333333333336
23MA,HOOHWPS4954DAMR11,124.25333333333333
23MC,IGNIG71285IT,475.12333333333333
23MC,IGNIGTL604UIT,170.19666666666666
23NC,INDBTWS6251PIT,207.63
23MA,INDBWA81285XWIT,317.78
23NC,INDBWA81285XWIT,430.84
23MC,INDBWE81486XWSIT,377.12333333333333
23NA,INDMTWA81285WIT,430.31333333333333
23MB,INDMTWA91285WIT,370.31
23MB,REXEW6F314N,266.1533333333333
23NB,REXEW6F314N,238.05
23MC,REXEW6S570I,262.37333333333333
23NB,SAMWW11BB504DAES3,305.1333333333333
23MC,SAMWW11BB504DAES3,300.32666666666665
23MB,SAMWW11BB534DAES3,285.03333333333336
23MB,SAMWW80CGC04DAEET,189.67
23MA,SAMWW80CGC04DAEET,169.22
23MD,SAMWW90CGC04DAEET,392.00666666666666
23NC,SAMWW90T554DAES3,249.41333333333333
23MD,WHIFFB9258CVIT,291.25
23MC,WHIFFB946SVIT,290.3233333333333
23MC,WHIFFWDD107436BSVIT,71.03666666666666
23MC,WHIW8W046WRIT,81.48333333333333
23MC,WHIWSB624SIT,251.92333333333335
23MA,WHIWSB725DIT,251.28333333333333
23MA,AMFACTIVEB,45.74858093261719
23NA,AMFACTIVEB,308.4718322753906
23MA,AMFACTIVEP,28.29862403869629
23NA,AMFACTIVEP,244.10366821289062
23NC,AMFBAND7,215.66529846191406
23NC,AMFBAND7W,213.26959228515625
23MC,AMFBIP3P,221.82066345214844
23NA,AMFBIP5,96.07025909423828
23NA,AMFBIP5W,57.20347213745117
23NC,AMFGTR3PRO,175.7347869873047
23MC,AMFGTR3PRO,120.67771911621094
23NC,AMFGTR3PROBROWN,19.99883270263672
23MC,AMFGTR3PROBROWN,22.341114044189453
23MD,AMFGTRMINIPINK,20.10407066345215
23NB,AMFGTRMINIPINK,67.92431640625
23MC,AMFGTRMINIPINK,25.2054443359375
23MB,AMFGTS2MINIGR,428.7287292480469
23MD,AMFGTS2MINIGR,355.5133056640625
23MB,AMFGTS2MINIMATBLK,566.13525390625
23MD,AMFGTS2MINIMATBLK,465.6284484863281
23MB,AMFGTS3TERRAROSA,62.65335464477539
23MD,AMFGTS4AB,20.852388381958008
23NB,AMFGTS4AB,31.034427642822266
23NC,AMFGTS4MINI,201.42141723632812
23NC,AMFGTS4MINIP,174.95529174804688
23NC,AMFGTS4MINIW,178.8206024169922
23MD,AMFGTS4P,57.46596145629883
23NB,AMFGTS4P,81.5262451171875
23MB,APLWATCH941MMSBML,34.26327896118164
23MD,APLWATCH941MMSBML,33.13230514526367
23NB,APLWATCH941MMSBML,122.45331573486328
23MB,APLWATCH941MMSBSM,139.44882202148438
23MD,APLWATCH941MMSBSM,112.93498992919922
23NB,APLWATCH941MMSBSM,302.9150085449219
23MB,APLWATCH941PLPSL,12.966317176818848
23MD,APLWATCH941PLPSL,11.643349647521973
23NB,APLWATCH941PLPSL,22.89760398864746
23MB,APLWATCH941SSSL,11.26737117767334
23MD,APLWATCH941SSSL,11.481107711791992
23NB,APLWATCH941SSSL,23.753398895263672
23MB,APLWATCH941SWBSL,12.208537101745605
23MD,APLWATCH941SWBSL,15.243640899658203
23NB,APLWATCH941SWBSL,19.875017166137695
23MB,APLWATCH945MMSL,82.92965698242188
23MD,APLWATCH945MMSL,80.32270050048828
23NB,APLWATCH945MMSL,137.5116424560547
23MB,APLWATCH945PLPSBML,14.945913314819336
23MD,APLWATCH945PLPSBML,15.634154319763184
23NB,APLWATCH945PLPSBML,24.561063766479492
23MB,APLWATCH945PLPSBSM,10.08028793334961
23MD,APLWATCH945PLPSBSM,11.185776710510254
23NB,APLWATCH945PLPSBSM,19.588237762451172
23MB,APLWATCH945REDREDML,14.09223747253418
23MD,APLWATCH945REDREDML,14.134797096252441
23NB,APLWATCH945REDREDML,21.181432723999023
23MB,APLWATCH945REDREDSM,10.34827995300293
23MD,APLWATCH945REDREDSM,11.407397270202637
23NB,APLWATCH945REDREDSM,19.88580894470215
23MB,APLWATCH945SSBSBML,28.92429542541504
23MD,APLWATCH945SSBSBML,22.479286193847656
23NB,APLWATCH945SSBSBML,138.87350463867188
23MB,APLWATCH945SSBSBSM,11.736015319824219
23MD,APLWATCH945SSBSBSM,16.86688232421875
23NB,APLWATCH945SSBSBSM,27.158775329589844
23MB,APLWATCH945SSSBML,13.331852912902832
23MD,APLWATCH945SSSBML,13.976244926452637
23NB,APLWATCH945SSSBML,30.654329299926758
23MB,APLWATCH945SSSBSM,12.438880920410156
23MD,APLWATCH945SSSBSM,13.473099708557129
23NB,APLWATCH945SSSBSM,28.748851776123047
23NA,APLWATCHSE40MMSL,61.190635681152344
23NC,APLWATCHSE40MMSL,68.15650939941406
23MC,APLWATCHSE40MMSL,27.625812530517578
23NA,APLWATCHSE40SSBSBML,25.54558753967285
23NC,APLWATCHSE40SSBSBML,16.81725311279297
23MC,APLWATCHSE40SSBSBML,15.940258026123047
23NA,APLWATCHSE40SSBSBSM,33.55878448486328
23NC,APLWATCHSE40SSBSBSM,37.46760940551758
23MC,APLWATCHSE40SSBSBSM,14.054099082946777
23NA,APLWATCHSE40SSSBML,48.86064147949219
23NC,APLWATCHSE40SSSBML,74.64908599853516
23MC,APLWATCHSE40SSSBML,17.393924713134766
23NA,APLWATCHSE40SSSBSM,329.8998107910156
23NC,APLWATCHSE40SSSBSM,728.8906860351562
23MC,APLWATCHSE40SSSBSM,102.05369567871094
23NA,APLWATCHSE44MMSBML,358.35455322265625
23NC,APLWATCHSE44MMSBML,498.3939208984375
23MC,APLWATCHSE44MMSBML,154.00347900390625
23NA,APLWATCHSE44MMSBSM,144.4279327392578
23NC,APLWATCHSE44MMSBSM,106.67310333251953
23MC,APLWATCHSE44MMSBSM,47.68597412109375
23NA,APLWATCHSE44SSSL,23.905221939086914
23NC,APLWATCHSE44SSSL,25.72381019592285
23MC,APLWATCHSE44SSSL,12.11480712890625
23NA,APLWATCHSE44SWBSL,23.176237106323242
23NC,APLWATCHSE44SWBSL,23.103689193725586
23MC,APLWATCHSE44SWBSL,14.524686813354492
23NC,FITVERSA3,147.86834716796875
23NC,FITVERSA3B,25.394521713256836
23NC,FITVERSA3P,94.00808715820312
23NC,GARFORERUNNER255BLP,11.098505973815918
23NC,GARFORERUNNER255BTB,2.592726230621338
23MC,GARFORERUNNER45W,49.44179916381836
23NC,GARVENU2PLUSGRAY,8.632980346679688
23NC,GARVENU2PLUSIVORY,10.106847763061523
23MD,GARVENUSQ2WHITE,8.394051551818848
23NB,GARVENUSQ2WHITE,15.126287460327148
23NC,GARVENUSQ2WHITE,11.169659614562988
23MB,GARVENUSQL,31.2014217376709
23NA,GARVENUSQL,81.94984436035156
23MC,GARVENUSQL,20.892528533935547
23NA,GARVENUSQMUSIP,59.21686935424805
23NC,GARVENUSQMUSIP,42.503196716308594
23MC,GARVENUSQMUSIP,40.003318786621094
23NC,GARVIVOACTIVE5BS,47.706844329833984
23NC,GARVIVOACTIVE5ICG,2.7650394439697266
23NB,GGOPIXELWATCH2GH,137.06173706054688
23NA,GGOPIXELWATCH2GH,61.3481559753418
23NB,GGOPIXELWATCH2OB,400.7479248046875
23NA,GGOPIXELWATCH2OB,345.7294006347656
23MB,RMIBHR7266GL,516.0905151367188
23NA,RMIBHR7266GL,1020.6025390625
23NC,RMIBHR7266GL,950.0585327148438
23MA,RMISMARTBAND2,499.8843688964844
23NA,RMISMARTBAND2,1009.0946655273438
23MD,RMIWATCH2LITE,353.1018981933594
23NC,RMIWATCH2LITE,762.455322265625
23MD,RMIWATCH2LITEBLUE,479.06988525390625
23NC,RMIWATCH2LITEBLUE,1094.84375
23MD,RMIWATCH2LITEIVORY,96.52222442626953
23NC,RMIWATCH2LITEIVORY,221.60537719726562
23NB,SAMR890SILVER,6.563277244567871
23MC,SAMR890SILVER,4.241286754608154
23NB,SAMR920NZTAITV,217.27590942382812
23MC,SAMR920NZTAITV,73.36673736572266
23MB,SAMR930NZEAITV,43.37318420410156
23MA,SAMR930NZEAITV,87.66234588623047
23NA,SAMR930NZEAITV,178.93072509765625
23MB,SAMR950NZSAITV,30.09621810913086
23MD,SAMR960NZKAITV,143.9174041748047
23MA,SAMR960NZKAITV,159.56797790527344
23NC,SAMR960NZKAITV,313.2096252441406
23NB,XIABAND8G,666.0428466796875
23MC,XIABAND8G,298.2868347167969
23MA,XIAMIWATCH,400.4236755371094
23NB,XIAMIWATCH3,682.4468383789062
23MC,XIAMIWATCH3,227.1156768798828
23NB,XIAMIWATCH3BEIGE,130.10096740722656
23MC,XIAMIWATCH3BEIGE,61.79514694213867
23MD,XIASMARTBAND8AP,189.75535583496094
23NA,XIASMARTBAND8AP,319.5137634277344
23NC,XIASMARTBAND8AP,543.1694946289062
23NA,XIAWATCH2PROBT,13.085519790649414
23NC,XIAWATCH2PROBT,26.29067611694336
23MB,XIAWATCHS1ABK,391.6242370605469
23NB,XIAWATCHS1ABK,231.70144653320312
23NA,XIAWATCHS1ABK,282.58734130859375
23NC,XIAWATCHS1ABK,229.645751953125
23MB,XIAWATCHS1AWH,74.55641174316406
23NB,XIAWATCHS1AWH,141.45870971679688
23NA,XIAWATCHS1AWH,145.73573303222656
23NC,XIAWATCHS1AWH,143.88302612304688
23NC,AMFBAND7P,157.87637329101562
23MC,AMFBIP3,395.0279846191406
23MC,AMFBIP3B,162.91656494140625
23MA,AMFGTR3,86.52117919921875
23MA,AMFGTR3GREY,19.478574752807617
23MD,AMFGTRMINIBLACK,44.169586181640625
23NB,AMFGTRMINIBLACK,81.12177276611328
23MC,AMFGTRMINIBLACK,44.65273666381836
23MD,AMFGTRMINIBLUE,11.805110931396484
23NB,AMFGTRMINIBLUE,38.71525192260742
23MC,AMFGTRMINIBLUE,14.782597541809082
23MB,AMFGTS2MINI,53.67381286621094
23MB,AMFGTS2MINIP,91.13436889648438
23MD,AMFGTS2MINIP,54.880638122558594
23MB,AMFGTS3,128.4888916015625
23MB,AMFGTS3WHITE,94.2349624633789
23MD,AMFGTS4,100.83136749267578
23NB,AMFGTS4,143.0982666015625
23NC,AMFGTS4MINIB,209.37486267089844
23MD,AMFGTS4W,54.929893493652344
23NB,AMFGTS4W,108.17890167236328
23MA,APLSE40MIDALMIDSP,467.8381652832031
23NA,APLSE40MIDALMIDSP,873.40185546875
23MA,APLSE40SILALWTSP,87.67041015625
23NA,APLSE40SILALWTSP,155.1403350830078
23MA,APLSE40STARALSTSP,491.8382873535156
23NA,APLSE40STARALSTSP,927.6464233398438
23MA,APLSE44MIDALMIDSP,450.6645812988281
23NA,APLSE44MIDALMIDSP,841.135009765625
23MA,APLSE44SILALWTSP,98.93115234375
23NA,APLSE44SILALWTSP,168.54971313476562
23MA,APLSE44STARALSTSP,161.1221923828125
23NA,APLSE44STARALSTSP,254.2723388671875
23MB,APLWATCH941MMSL,24.256446838378906
23MD,APLWATCH941MMSL,24.725975036621094
23NB,APLWATCH941MMSL,72.8085708618164
23MB,APLWATCH941PLPSBML,11.341097831726074
23MD,APLWATCH941PLPSBML,11.554834365844727
23NB,APLWATCH941PLPSBML,23.18816375732422
23MB,APLWATCH941PLPSBSM,69.6529769897461
23MD,APLWATCH941PLPSBSM,51.60500717163086
23NB,APLWATCH941PLPSBSM,194.5119171142578
23MB,APLWATCH941REDREDML,12.710713386535645
23MD,APLWATCH941REDREDML,13.057805061340332
23NB,APLWATCH941REDREDML,21.496246337890625
23MB,APLWATCH941REDREDSM,8.812750816345215
23MD,APLWATCH941REDREDSM,9.589109420776367
23NB,APLWATCH941REDREDSM,19.819046020507812
23MB,APLWATCH941SSBSBML,11.547761917114258
23MD,APLWATCH941SSBSBML,11.643349647521973
23NB,APLWATCH941SSBSBML,19.819046020507812
23MB,APLWATCH941SSBSBSM,15.570412635803223
23MD,APLWATCH941SSBSBSM,16.934988021850586
23NB,APLWATCH941SSBSBSM,27.155750274658203
23MB,APLWATCH941SSSBML,12.966317176818848
23MD,APLWATCH941SSSBML,13.240609169006348
23NB,APLWATCH941SSSBML,24.1077938079834
23MB,APLWATCH941SSSBSM,19.488075256347656
23MD,APLWATCH941SSSBSM,24.03952980041504
23NB,APLWATCH941SSSBSM,174.30404663085938
23MB,APLWATCH945MMSBML,240.2952423095703
23MD,APLWATCH945MMSBML,237.01864624023438
23NB,APLWATCH945MMSBML,783.3040161132812
23MB,APLWATCH945MMSBSM,130.14462280273438
23MD,APLWATCH945MMSBSM,148.8470458984375
23NB,APLWATCH945MMSBSM,180.73606872558594
23MB,APLWATCH945PLPSL,14.09223747253418
23MD,APLWATCH945PLPSL,14.359845161437988
23NB,APLWATCH945PLPSL,18.749561309814453
23MB,APLWATCH945SSSL,10.478849411010742
23MD,APLWATCH945SSSL,10.960728645324707
23NB,APLWATCH945SSSL,18.873619079589844
23MB,APLWATCH945SWBSL,9.90161418914795
23MD,APLWATCH945SWBSL,11.22872257232666
23NB,APLWATCH945SWBSL,18.829784393310547
23NA,APLWATCHSE40MMSBML,65.61314392089844
23NC,APLWATCHSE40MMSBML,97.25469207763672
23MC,APLWATCHSE40MMSBML,40.047672271728516
23NA,APLWATCHSE40MMSBSM,346.4779357910156
23NC,APLWATCHSE40MMSBSM,311.84161376953125
23MC,APLWATCHSE40MMSBSM,94.05198669433594
23NA,APLWATCHSE40SSSL,45.926727294921875
23NC,APLWATCHSE40SSSL,79.70067596435547
23MC,APLWATCHSE40SSSL,21.42466163635254
23NA,APLWATCHSE40WBSL,25.210433959960938
