CODICE_VOLANTINO,ART_COD,FORECAST
23NC,APLWATCHSE40WBSL,13.210800170898438
23MC,APLWATCHSE40WBSL,12.030608177185059
23NA,APLWATCHSE44MMSL,128.7165069580078
23NC,APLWATCHSE44MMSL,159.46824645996094
23MC,APLWATCHSE44MMSL,47.432090759277344
23NA,APLWATCHSE44SSBSBML,24.018709182739258
23NC,APLWATCHSE44SSBSBML,54.450111389160156
23MC,APLWATCHSE44SSBSBML,12.11480712890625
23NA,APLWATCHSE44SSBSBSM,20.987375259399414
23NC,APLWATCHSE44SSBSBSM,21.09678840637207
23MC,APLWATCHSE44SSBSBSM,9.801979064941406
23NA,APLWATCHSE44SSSBML,24.64753532409668
23NC,APLWATCHSE44SSSBML,23.808176040649414
23MC,APLWATCHSE44SSSBML,13.14931583404541
23NA,APLWATCHSE44SSSBSM,26.3596134185791
23NC,APLWATCHSE44SSSBSM,21.336050033569336
23MC,APLWATCHSE44SSSBSM,11.34217357635498
23NC,GAREPIX2SLATE,21.396926879882812
23MD,GARFENIX7SILVER,17.58849334716797
23NB,GARFENIX7SILVER,12.778606414794922
23NC,GARFENIX7SILVER,9.867883682250977
23NC,GARFORERUNNER255BPG,10.755146980285645
23NC,GARFORERUNNER255BSG,6.999446392059326
23MC,GARFORERUNNER45,49.644683837890625
23MC,GARFORERUNNER45BSM,5.3109564781188965
23MC,GARFORERUNNER45IRIS,1.5653094053268433
23MA,GARINSTINCTSOLAR,279.61328125
23NA,GARINSTINCTSOLAR,305.2909851074219
23NC,GARINSTINCTSOLAR,174.54559326171875
23NC,GARVENU2PLUS,14.093002319335938
23MB,GARVENUSQ,68.23847198486328
23NA,GARVENUSQ,129.9222412109375
23MC,GARVENUSQ,46.18035888671875
23MD,GARVENUSQ2GRAY,42.02875900268555
23NB,GARVENUSQ2GRAY,64.97638702392578
23NC,GARVENUSQ2GRAY,71.52410888671875
23MD,GARVENUSQ2MINT,10.47767162322998
23NB,GARVENUSQ2MINT,16.52571678161621
23NC,GARVENUSQ2MINT,13.264650344848633
23MD,GARVENUSQ2MUSIC,25.556209564208984
23NB,GARVENUSQ2MUSIC,29.683385848999023
23NC,GARVENUSQ2MUSIC,29.11396026611328
23NA,GARVENUSQMUSIC,76.75125885009766
23NC,GARVENUSQMUSIC,69.37907409667969
23MC,GARVENUSQMUSIC,63.618629455566406
23NA,GARVENUSQMUSICMS,16.643129348754883
23NC,GARVENUSQMUSICMS,13.824230194091797
23MC,GARVENUSQMUSICMS,7.902804851531982
23NA,GARVENUSQNAVY,19.84674644470215
23MC,GARVENUSQNAVY,8.382551193237305
23MB,GARVENUSQW,34.71295928955078
23NA,GARVENUSQW,120.50935363769531
23MC,GARVENUSQW,29.543041229248047
23NC,GARVIVOACTIVE5CBBM,3.8743789196014404
23NC,GARVIVOACTIVE5OOM,7.9436469078063965
23NB,GGOPIXELWATCH2SP,121.96697998046875
23NA,GGOPIXELWATCH2SP,165.32119750976562
23NB,GGOPIXELWATCH2SS,126.3810043334961
23NA,GGOPIXELWATCH2SS,109.57257843017578
23MB,RMIBHR7272GL,245.06182861328125
23NA,RMIBHR7272GL,291.36639404296875
23NC,RMIBHR7272GL,482.8784484863281
23MA,RMISMARTBAND2W,434.5899963378906
23NA,RMISMARTBAND2W,939.7703247070312
23MD,SAMR860,783.1257934570312
23NC,SAMR860,1024.2203369140625
23MD,SAMR860GOLD,750.2872924804688
23NC,SAMR860GOLD,1063.2974853515625
23NB,SAMR890,343.32659912109375
23MC,SAMR890,10.38962459564209
23NA,SAMR910NZAAITV,669.4461669921875
23NA,SAMR910NZBAITV,226.42237854003906
23NA,SAMR910NZSAITV,10.117216110229492
23NB,SAMR920NZKAITV,353.9520568847656
23MC,SAMR920NZKAITV,181.2279815673828
23MB,SAMR930NZKAITV,118.6597671508789
23MA,SAMR930NZKAITV,129.7528076171875
23NA,SAMR930NZKAITV,287.73675537109375
23MB,SAMR950NZKAITV,53.90927505493164
23MD,SAMR960NZSAITV,65.9518814086914
23MA,SAMR960NZSAITV,63.07509231567383
23NC,SAMR960NZSAITV,184.24124145507812
23NB,XIABAND8,1539.3837890625
23MC,XIABAND8,433.4198913574219
23MD,XIASMARTBAND8AB,386.1074523925781
23NA,XIASMARTBAND8AB,301.73626708984375
23NC,XIASMARTBAND8AB,670.9141845703125
23NA,XIAWATCH2PROBTS,9.02634334564209
23NC,XIAWATCH2PROBTS,8.422259330749512
23MB,XIAWATCHS1ABL,235.88450622558594
23NB,XIAWATCHS1ABL,414.55645751953125
23NA,XIAWATCHS1ABL,378.54205322265625
23NC,XIAWATCHS1ABL,538.4068603515625
23MD,XIAWATCHS1BK,121.89923858642578
23MD,XIAWATCHS1SL,64.83563995361328
23MD,GOL43QNED756,215.09156799316406
23MB,GOL55C34,116.49596405029297
23NB,GOL55NANO756Q,277.3306884765625
23MB,GOL65B36,73.88290405273438
23MB,GOL65QNED756,104.7962646484375
23NB,GOL65QNED756,86.84590911865234
23NB,GOL75QNED916Q,74.16035461425781
23MD,GOL75UR81006,126.41204833984375
23MB,GOL77C34,66.5616683959961
23MB,HIS43E7KQ,355.58233642578125
23MD,HIS43E7KQ,411.92767333984375
23NB,HIS43E7KQ,378.7724914550781
23MC,JVCLT40VAF335I,451.5000305175781
23MD,JVCLT43VA3215I,359.6932678222656
23MD,JVCLT55VA3305I,321.4002685546875
23MC,PANTX50MX600E,137.12611389160156
23MB,SABSA32S78GTV,1622.131591796875
23NB,SABSA32S78GTV,1211.968017578125
23NB,SAMQE43Q60CA,266.05413818359375
23MB,SAMQE50Q60CA,385.5967102050781
23NB,SAMQE50Q80CA,171.92947387695312
23MC,SAMQE50Q80CA,150.89508056640625
23NB,SAMQE55Q70CA,180.819580078125
23MB,SAMQE65QN85C,94.30561828613281
23NB,SAMQE65S90CA,65.71851348876953
23MC,SAMQE75Q60CA,83.6841812133789
23MC,SAMUE32T4300AE,704.3295288085938
23MD,SAMUE32T5372,406.56842041015625
23MB,SAMUE43CU8580,337.7496643066406
23MD,SAMUE50CU8580,210.33236694335938
23MC,SAMUE55CU7170,430.80413818359375
23MB,SONKD43X75WL,228.7538604736328
23MC,SONKD50X75WL,124.97814178466797
23MD,SONKD65X75WL,133.89752197265625
23MC,SONXR55A90J,78.20342254638672
23MC,TCL32S5200,893.4014892578125
23MD,TCL50P638,318.6764831542969
23NB,TCL50P638,331.5682373046875
23MB,TCL55P638,276.9618835449219
23MC,GOL43NANO756Q,142.3916015625
23MD,GOL48A26,374.8988037109375
23NB,GOL48A26,305.9908142089844
23MC,GOL55B36,141.72108459472656
23MD,GOL55G26,152.12831115722656
23MB,GOL55QNED756,126.8199462890625
23MC,GOL65C34,74.61200714111328
23MC,GOL65UR73006,103.85293579101562
23MB,HIS50A6K,323.697021484375
23NB,HIS55A6K,179.84243774414062
23NB,HIS75E7KQ,98.07199096679688
23MC,HIS75E7KQ,80.8412094116211
23MC,JVCLT40VAF325I,489.2467041015625
23NB,JVCLT43VA3205I,444.42095947265625
23MD,JVCLT43VA3305I,419.3323974609375
23NB,JVCLT43VA3305I,505.81439208984375
23MB,JVCLT65VA3205I,130.1540985107422
23MB,JVCLT65VA3305I,179.68551635742188
23NB,PANTX32MS350E,452.13134765625
23MB,PHI32PHS6808,1035.9881591796875
23MB,PHI50PUS8118,252.24066162109375
23NB,PHI50PUS8118,325.0167541503906
23MC,PHI55PML9008,91.34141540527344
23MD,PHIKIT50PUS8118ADB,248.30238342285156
23MD,SABSA40S78GTV,743.437744140625
23MC,SAMQE55Q60CA,182.1565399169922
23MB,SAMQE55QN700C,126.86639404296875
23MD,SAMQE55QN85C,147.9507293701172
23MD,SAMQE65Q70CA,151.9440155029297
23MD,SAMQE77S90CA,91.96794128417969
23MD,SAMUE32T5372CD,630.5147705078125
23MB,SAMUE75CU7170,185.5952911376953
23NB,SAMUE75CU7170,137.13699340820312
23MB,SONKD55X75WL,166.96348571777344
23MD,SONKD55X75WL,186.96412658691406
23NB,SONKD55X75WL,149.51466369628906
23MD,TCL65C649,147.79344177246094
23NB,TCL65C649,141.17579650878906
23NB,TCL98P749,62.21567153930664
23MC,TCL98P749,60.83060073852539
23MC,TKO43QA11,255.69345092773438
